age,job,education,housing,loan,output,marital
55,unemployed,basic.4y,unknown,unknown,no,single
38,admin.,high.school,yes,no,no,married
28,blue-collar,basic.4y,no,no,no,single
37,admin.,high.school,yes,no,no,single
37,housemaid,high.school,yes,no,no,married
30,technician,university.degree,yes,no,no,single
32,admin.,university.degree,yes,no,no,single
43,technician,university.degree,yes,no,no,single
35,blue-collar,basic.9y,yes,no,no,single
47,blue-collar,unknown,no,no,yes,married
42,technician,professional.course,no,no,yes,married
39,blue-collar,basic.6y,yes,no,no,married
41,entrepreneur,university.degree,yes,no,yes,married
38,admin.,professional.course,no,no,no,married
29,services,high.school,yes,no,no,single
33,blue-collar,basic.9y,yes,no,yes,married
41,admin.,university.degree,yes,no,no,single
45,management,basic.9y,yes,no,no,married
35,admin.,university.degree,yes,no,no,married
56,retired,basic.6y,yes,no,no,married
30,admin.,university.degree,yes,no,no,single
41,management,university.degree,yes,yes,no,divorced
41,blue-collar,basic.9y,no,no,no,married
31,technician,professional.course,no,no,no,married
29,technician,professional.course,yes,yes,no,single
38,unknown,high.school,yes,no,no,divorced
48,blue-collar,basic.9y,no,no,no,married
24,student,high.school,yes,yes,no,single
53,blue-collar,basic.4y,no,no,no,divorced
56,self-employed,basic.9y,yes,no,no,married
32,technician,university.degree,yes,no,no,single
29,admin.,university.degree,no,no,no,single
32,management,university.degree,yes,no,no,married
28,student,high.school,yes,yes,no,single
33,technician,professional.course,yes,no,no,single
28,technician,university.degree,no,no,no,divorced
43,blue-collar,basic.4y,yes,no,no,married
54,management,university.degree,yes,no,no,married
31,blue-collar,basic.4y,yes,no,no,single
36,admin.,high.school,yes,no,no,single
56,retired,professional.course,no,no,no,married
45,technician,high.school,yes,yes,no,married
54,technician,basic.6y,no,no,no,married
48,services,high.school,yes,no,no,married
60,management,unknown,yes,no,no,married
35,admin.,university.degree,yes,no,no,married
27,services,high.school,yes,no,no,single
51,admin.,university.degree,yes,no,yes,married
40,admin.,university.degree,no,no,no,single
36,admin.,high.school,yes,no,no,married
34,management,university.degree,no,no,no,married
44,services,high.school,yes,no,no,married
37,technician,professional.course,yes,no,no,single
46,blue-collar,unknown,yes,no,no,married
52,blue-collar,basic.4y,yes,no,no,married
23,admin.,university.degree,no,yes,no,single
39,admin.,university.degree,yes,no,no,married
34,technician,professional.course,yes,yes,no,single
36,management,university.degree,yes,no,yes,divorced
43,blue-collar,basic.6y,yes,no,no,married
45,technician,professional.course,yes,no,no,single
86,retired,unknown,yes,no,yes,married
34,blue-collar,professional.course,yes,no,no,married
37,entrepreneur,high.school,no,no,no,divorced
32,technician,high.school,yes,no,no,married
37,technician,university.degree,yes,no,yes,single
66,housemaid,high.school,yes,no,no,married
32,technician,basic.9y,no,no,no,married
35,services,basic.9y,yes,no,no,married
30,self-employed,university.degree,no,no,yes,married
33,services,high.school,no,no,no,married
57,blue-collar,basic.4y,yes,no,no,married
57,retired,basic.4y,yes,no,no,single
47,services,basic.4y,no,no,no,divorced
56,services,high.school,no,no,no,divorced
38,admin.,university.degree,yes,yes,no,married
40,admin.,high.school,yes,yes,no,divorced
59,entrepreneur,university.degree,no,no,no,married
31,self-employed,university.degree,no,no,yes,single
34,technician,university.degree,yes,no,no,single
28,unemployed,basic.9y,no,yes,yes,single
40,services,high.school,yes,yes,no,married
42,technician,high.school,yes,no,yes,married
49,admin.,basic.9y,yes,no,no,married
48,admin.,high.school,yes,yes,no,married
41,technician,university.degree,no,no,no,single
37,technician,university.degree,yes,no,yes,married
39,services,high.school,yes,yes,no,married
42,services,basic.6y,yes,yes,no,single
32,services,high.school,no,no,no,married
47,admin.,high.school,yes,no,no,married
35,admin.,professional.course,no,no,no,married
60,admin.,basic.9y,yes,no,no,married
30,blue-collar,basic.9y,yes,no,no,married
54,entrepreneur,basic.9y,no,yes,no,married
39,blue-collar,basic.4y,yes,no,no,married
61,unknown,basic.4y,yes,yes,no,single
43,unemployed,basic.9y,yes,yes,no,married
32,technician,university.degree,no,no,yes,single
48,blue-collar,professional.course,yes,yes,no,married
37,entrepreneur,university.degree,no,yes,no,divorced
34,blue-collar,basic.6y,no,no,no,married
41,admin.,university.degree,yes,no,no,married
36,self-employed,high.school,yes,no,no,married
33,services,high.school,no,no,no,married
36,admin.,university.degree,yes,no,no,married
58,housemaid,basic.4y,no,no,no,married
40,services,high.school,no,no,no,married
36,management,university.degree,yes,no,no,married
49,admin.,high.school,yes,no,no,divorced
45,blue-collar,unknown,yes,yes,no,married
36,self-employed,university.degree,no,yes,yes,single
32,unemployed,professional.course,yes,yes,yes,single
55,entrepreneur,unknown,no,no,no,divorced
28,blue-collar,basic.9y,yes,no,no,married
76,retired,professional.course,yes,no,yes,married
46,management,university.degree,yes,no,no,married
28,management,university.degree,yes,no,no,single
30,technician,high.school,yes,no,no,married
52,housemaid,university.degree,no,no,no,single
42,technician,basic.9y,no,no,no,divorced
51,management,university.degree,no,no,no,divorced
29,technician,high.school,yes,no,no,unknown
47,housemaid,basic.4y,yes,yes,no,divorced
56,technician,university.degree,no,no,yes,divorced
33,blue-collar,basic.4y,no,no,no,single
38,blue-collar,high.school,no,no,no,single
32,admin.,university.degree,yes,no,no,single
31,student,unknown,no,no,yes,single
35,self-employed,university.degree,no,yes,no,married
41,blue-collar,basic.6y,no,yes,no,married
41,admin.,university.degree,yes,no,yes,married
30,services,high.school,no,no,no,married
36,admin.,high.school,yes,no,no,single
38,self-employed,high.school,yes,no,no,married
28,student,unknown,yes,no,no,single
35,admin.,university.degree,yes,no,yes,married
42,technician,unknown,yes,no,no,single
40,unemployed,basic.4y,no,no,yes,single
31,entrepreneur,basic.6y,yes,yes,no,single
39,technician,university.degree,no,no,no,single
37,housemaid,basic.4y,no,no,no,married
52,housemaid,basic.6y,yes,no,no,married
33,admin.,university.degree,yes,no,no,married
37,unemployed,university.degree,no,yes,no,married
34,services,high.school,no,no,no,single
32,admin.,university.degree,no,no,no,single
56,blue-collar,basic.9y,no,no,no,married
47,services,high.school,yes,no,no,married
41,technician,university.degree,no,no,no,single
34,admin.,university.degree,yes,no,no,single
35,admin.,university.degree,no,no,no,married
19,student,high.school,yes,no,no,single
28,unemployed,high.school,yes,no,no,single
41,blue-collar,basic.6y,yes,yes,no,divorced
27,services,high.school,no,no,no,single
36,blue-collar,basic.9y,yes,no,no,married
35,blue-collar,basic.9y,yes,no,no,married
32,services,basic.9y,no,no,no,single
43,management,professional.course,no,no,no,married
42,admin.,university.degree,no,no,no,married
30,self-employed,basic.9y,no,yes,no,single
34,admin.,university.degree,no,no,no,single
26,technician,professional.course,yes,no,no,married
30,technician,professional.course,no,no,no,single
61,retired,basic.9y,no,no,no,married
48,admin.,university.degree,yes,yes,no,married
38,blue-collar,basic.6y,yes,no,no,married
50,blue-collar,unknown,no,no,no,married
32,technician,professional.course,yes,no,no,married
36,technician,high.school,no,no,no,married
28,admin.,high.school,yes,no,no,married
35,management,university.degree,no,yes,no,married
37,technician,high.school,no,no,no,single
48,blue-collar,basic.6y,yes,no,no,married
35,unemployed,basic.4y,yes,no,no,married
47,technician,professional.course,yes,no,no,single
29,admin.,university.degree,no,no,yes,single
53,self-employed,university.degree,yes,no,no,married
27,services,high.school,no,yes,no,married
28,services,high.school,yes,no,no,married
52,management,university.degree,yes,no,no,divorced
39,admin.,basic.6y,no,no,yes,married
56,retired,professional.course,yes,no,no,single
39,technician,professional.course,no,no,no,married
33,admin.,university.degree,yes,no,no,married
53,technician,professional.course,yes,no,no,married
32,blue-collar,professional.course,no,no,no,married
29,unemployed,university.degree,yes,no,no,single
36,admin.,high.school,yes,no,no,married
24,technician,professional.course,no,no,no,single
49,blue-collar,basic.9y,no,no,no,married
28,admin.,university.degree,yes,no,no,single
51,blue-collar,basic.4y,no,no,no,married
33,unemployed,high.school,yes,yes,no,married
34,technician,university.degree,yes,yes,no,single
35,technician,professional.course,no,no,no,married
39,unemployed,university.degree,yes,no,yes,single
34,management,university.degree,no,no,no,married
29,admin.,university.degree,yes,no,no,single
49,blue-collar,basic.9y,no,yes,no,married
32,admin.,university.degree,yes,no,no,single
53,self-employed,basic.9y,yes,no,no,married
51,blue-collar,basic.4y,no,no,no,single
37,technician,university.degree,no,no,no,single
29,admin.,university.degree,yes,no,no,single
51,management,basic.4y,no,no,no,married
30,admin.,university.degree,yes,no,yes,single
41,management,unknown,yes,no,no,married
39,blue-collar,basic.6y,yes,no,yes,married
27,blue-collar,basic.4y,yes,no,no,married
26,admin.,high.school,yes,no,yes,married
31,blue-collar,basic.9y,yes,no,no,single
49,retired,professional.course,yes,yes,no,divorced
47,technician,professional.course,yes,no,no,married
39,admin.,high.school,yes,no,no,married
56,technician,professional.course,no,no,no,married
42,admin.,university.degree,yes,no,no,married
44,admin.,high.school,yes,yes,no,married
52,services,high.school,yes,no,no,married
25,services,high.school,no,no,no,single
36,admin.,university.degree,no,no,no,single
41,blue-collar,basic.9y,no,no,no,single
37,technician,high.school,yes,no,no,single
38,management,university.degree,no,no,no,married
34,blue-collar,basic.4y,no,no,no,married
31,management,high.school,no,no,no,single
39,technician,professional.course,yes,no,no,married
36,housemaid,basic.4y,yes,no,no,divorced
38,blue-collar,basic.9y,unknown,unknown,no,married
39,technician,professional.course,yes,yes,no,divorced
32,admin.,high.school,yes,no,yes,married
51,services,high.school,no,no,no,married
52,admin.,high.school,yes,yes,no,married
55,technician,professional.course,no,no,no,married
35,admin.,university.degree,no,no,no,single
41,admin.,university.degree,yes,yes,no,married
29,blue-collar,high.school,no,no,no,married
38,blue-collar,professional.course,yes,no,no,married
51,technician,high.school,no,no,no,married
35,entrepreneur,basic.9y,yes,no,no,single
34,admin.,high.school,yes,no,no,single
47,housemaid,unknown,yes,no,no,married
32,technician,professional.course,yes,no,no,married
39,admin.,basic.9y,no,no,no,married
56,self-employed,university.degree,no,no,no,married
31,blue-collar,professional.course,yes,no,yes,married
46,technician,university.degree,yes,no,yes,divorced
44,unknown,high.school,no,no,no,married
36,blue-collar,basic.4y,no,no,no,married
31,technician,professional.course,yes,no,yes,divorced
37,blue-collar,high.school,yes,no,no,married
32,management,university.degree,yes,no,no,single
48,admin.,high.school,no,no,no,divorced
51,entrepreneur,professional.course,no,no,no,married
30,unemployed,unknown,yes,no,no,married
37,technician,professional.course,yes,yes,no,married
38,blue-collar,high.school,yes,yes,no,single
36,technician,university.degree,yes,no,no,married
55,blue-collar,basic.4y,no,no,no,divorced
51,services,professional.course,no,no,no,married
42,admin.,university.degree,no,no,no,married
29,admin.,university.degree,no,no,no,married
59,self-employed,university.degree,yes,no,no,married
31,services,high.school,no,yes,no,single
31,admin.,professional.course,no,yes,yes,married
34,admin.,high.school,yes,yes,no,married
37,admin.,high.school,yes,no,no,married
25,blue-collar,basic.4y,no,no,no,single
34,self-employed,university.degree,unknown,unknown,no,married
37,technician,high.school,yes,no,no,married
26,blue-collar,basic.4y,no,no,no,married
24,blue-collar,basic.9y,yes,no,no,single
37,services,basic.9y,yes,no,no,divorced
28,admin.,professional.course,no,yes,no,single
31,blue-collar,basic.9y,no,no,no,married
32,technician,university.degree,no,no,no,single
52,retired,basic.4y,no,no,yes,married
41,technician,professional.course,no,no,no,married
36,blue-collar,basic.6y,no,no,yes,single
32,blue-collar,high.school,no,yes,no,married
24,services,professional.course,yes,no,no,single
48,services,basic.4y,no,no,no,divorced
57,admin.,high.school,no,no,yes,divorced
36,technician,professional.course,no,no,no,single
46,services,high.school,yes,no,no,married
55,admin.,university.degree,yes,no,no,divorced
34,admin.,university.degree,no,no,no,divorced
37,housemaid,high.school,no,no,no,married
33,management,university.degree,yes,no,no,single
29,technician,university.degree,yes,no,no,single
30,admin.,high.school,no,no,no,divorced
33,technician,professional.course,no,yes,no,married
31,blue-collar,basic.9y,no,no,no,married
47,admin.,university.degree,no,no,no,married
24,student,high.school,no,no,no,single
30,management,university.degree,yes,yes,no,married
48,blue-collar,high.school,yes,no,no,married
29,self-employed,university.degree,no,no,no,married
